video_id,title,channel_title,published_at,category_id,category,tags,view_count,like_count,comment_count,duration,description,fetched_at,source
ByQUbKoCP0k,Franklin Bought Spider-Man Kinder Joy for His Son… 😱🕷️ | GTA 5 Malayalam,The Mallu Don,2026-04-11T06:10:24Z,20,Gaming,"['GTA 5', 'GTA 5 Malayalam', 'Franklin GTA 5', 'Shinchan GTA 5', 'GTA 5 Funny', 'GTA 5 Kid Friendly', 'GTA 5 Challenges', 'GTA 5 Avengers', 'GTA 5 Thanos', 'GTA 5 Iron Man', 'GTA 5 Kinder Joy', 'GTA 5 Squid Game', 'GTA 5 Shorts', 'GTA 5 Gameplay', 'GTA 5 Racing', 'GTA 5 Fun', 'GTA 5 Trevor', 'GTA 5 Michael', 'GTA 5 Malayalam Funny', 'GTA 5 Cartoon', 'GTA 5 Tamil', 'GTA 5 Roleplay', 'GTA 5 Stunts', 'GTA 5 Comedy', 'GTA 5 Story Mode', 'Malayalam Gaming', 'GTA 5 Trending', 'GTA 5 New Video', 'GTA 5 Viral', 'GTA 5 Gaming']",75030,1523,75,PT23M4S,"ഒരു ചെറിയ സന്തോഷത്തിനായി Franklin തന്റെ മകനായി Spider-Man Kinder Joy വാങ്ങി… 😢🕷️

പക്ഷേ അത് ഒരു സാധാരണ shopping day ആയിരുന്നില്ല…
ഒരു ചെറിയ കാര്യം വലിയ പ്രശ്നമായി മാറി 😱

Franklin, Shinchan എന്നിവർ ഒരു unexpected situation-ൽ കുടുങ്ങുന്നു…
അത് അവരെ ഒരു dangerous mission-ലേക്ക് നയിക്കുന്നു 🔥

👉 എന്താണ് ശരിക്കും സംഭവിച്ചത്?
👉 Kinder Joy തിരികെ കിട്ടുമോ?
👉 അവർ safe ആയി തിരികെ വരുമോ?

Full story അറിയാൻ video മുഴുവൻ കാണൂ ❤️

---

🎮 GTA 5 Malayalam Roleplay Story
🎥 Action | Adventure | Mystery

👍 Like • 💬 Comment • 🔔 Subscribe

#GTA5Malayalam #Franklin #Shinchan #Spiderman #KinderJoy #MalayalamGaming",2026-04-12T10:45:25.241686,trending
hNx9ym3rmak,पागल (4K Video) #Sunny Pandey | Feat : Baby Kajal | Pagal | New #Bhojpuri Sad Song 2026 | Wave Music,Wave Music,2026-04-11T01:30:37Z,10,Music,"['wave music', 'new bhojpuri song 2026', 'नया भोजपुरी गाना', 'bhojpuri song', 'naya bhojpuri gana', 'bhojpuri viral song', 'bhojpuri new song 2026', 'bhojpuri song 2026', 'bhojpuri song new', 'bhojpuri song new 2026', 'naya gana 2026 bhojpuri', 'Naya Bhojpuri Gana', 'Bhojpuri Song 2026 New', 'bhojpuri gana naya 2026', 'Pagal', 'sunny pandey new song', 'pagal sunny pandey', 'baby kajal sunny pandey song', 'baby kajal bhojpuri song', 'sunny pandey viral song', 'new song sunny pandey', 'naya gana sunny pandey']",212165,3742,233,PT5M4S,"Wave Music पेश करते हैं सन्नी पांडे का एक और धमाका! अगर आपका दिल टूटा है, तो यह गाना सिर्फ आपके लिए है। 2026 का सबसे बड़ा सैड सॉन्ग ""पागल"" अब आपके सामने है।

Subscribe करने के लिए क्लिक करें 👉 - http://goo.gl/ip2lbk

आप सब इस गाने का Reels बनाए - Make Your Reels :- https://www.instagram.com/reels/audio/2791378871195147/

►Song - Pagal
►Singer - Sunny Pandey
►Featuring - Baby Kajal
►Lyrics - Kishan Kant
►Music Director - Vikash Yadav
►Video Director - Govind Prajapati
►Editor - Karan Rudra
►Company/ Label - Wave Music 
►Digital Marketing - Lokdhun 
►Whatsapp - 9718776677
►VG - 45362

♪ Spotify :
♪ Gaana : https://gaana.com/song/pagal-4028-7394
♪ Jio Saavn :  
♪ Apple Music : 
♪ Amazon Prime Music :  https://music.amazon.com/tracks/B0GWV38JQ1?marketplaceId=ATVPDKIKX0DER&musicTerritory=US&ref=dm_sh_kBrIVbrPduF0EQpbZS09yUWck
♪ YouTube Music : https://music.youtube.com/watch?v=hNx9ym3rmak&si=eUKNVE6uDB1Sy7_O
♪ Instagram Reels :  https://www.instagram.com/reels/audio/2791378871195147/
♪ Spotify Playlist : https://open.spotify.com/user/31wrrqxq4vi7pg57rnkxcna4tcqu?si=eed3103487f24692

Connected with us !

👉 Follow us on Instagram :- https://www.instagram.com/wavemusic/
👉 Like us on Facebook :- https://www.facebook.com/WaveMusicIndiaofficial
👉Join Us on Whtsapp :- https://whatsapp.com/channel/0029VacuoR1GpLHNjsDWYd2R
👉 Follow us on X ( Twitter ) :- https://x.com/WaveMusicWM?t=kKhpZOhFiLqswaThplIGBg&s=08

#SunnyPandey #BabyKajal #Pagal #BhojpuriSadSong2026 #WaveMusic #NewBhojpurisadSong #BewafaiSong #SadSong2026 #BhojpuriStatus #DardBharaGana #TrendingBhojpuri #ViralVideo2026 #PagalSong 

Lyrics - 

मुखड़ा 
बचपन मे तू पगला पगला कहलू रटी रटी 
काम बिगड़ल जहिया मुहपे बसली सरसती 
लाजे आजे मुहवा खोलतो ना बाड़ू 
कहियो प्यार से 
कहियो प्यार से कहत रहलू पागल भइनी पागल त बोलतो ना बाड़ू  2

.             *अंतरा*

जानियों के जान बन तारु अनजान हो नईखे जइसे जान पहचान हो 
प्यार के हमरा करेलू अपमान हो माफ़ नाही करीहे भगवान हो 
मुहवा मोड़लू दिलवा तोड़लू 
हमरा बारे मे तू सोचतो ना बाड़ू 
कहियो प्यार से 
कहियो प्यार से कहत बाड़ू पागल 
भइनी पागल त बोलतो ना बाड़ू  2

.            *अंतरा*

खइले रहलू किरिया कि साथ ना छोड़ब संगही जियब अउरी मरब 
मौका प देले बाड़ू हमरा के धोखा लाजे तोहार नमवो ना धरब 
लोरवा बहता त पोछतो ना बाड़ू 
कहियो प्यार से 
कहियो प्यार से कहत बाड़ू पागल 
भइनी पागल त बोलतो ना बाड़ू  2",2026-04-12T10:45:25.241686,trending
9krpEP8wFRs,I SECRETLY HIDE IN GAURI'S ONE BLOCK,Flame playz,2026-04-11T09:30:05Z,20,Gaming,"['#minecraft', '#gaming', '#funny', '#Flameplayz', 'Mimicer', '#Horror', '#Scary', ""I SECRETLY HIDE IN GAURI'S ONE BLOCK""]",170670,2408,95,PT12M12S,"I SECRETLY HIDE IN GAURI'S ONE BLOCK



#minecraft #gaming #funny #flameplayz #oneblock",2026-04-12T10:45:25.241686,trending
W8MfxpJ-EfE,"Jab Talak (First Look) Shahid, Kriti, Rashmika | Pritam, Arijit Singh, Amitabh, Akasa | Cocktail 2",Universal Music India,2026-04-08T07:07:16Z,10,Music,"['Universal Music India', 'Cocktail 2', 'Cocktail 2 songs', 'cocktail 2 songs', 'cocktail 2 song jab talak', 'Jab Talak', 'Cocktail 2 Jab Talak song', 'jab talak cocktail 2 song', 'Shahid Kapoor', 'Kriti Sanon', 'Rashmika Mandanna', 'shahid kriti sanon movie', 'Arijit Singh Jab Talak', 'pritam songs', 'arijit singh new song', 'new song', 'new songs', 'love song', 'dance song', 'romantic song', 'arijit singh', 'arijit singh songs', 'shahid kapoor new movie', 'bollywood songs', 'hindi song', 'hindi songs', 'hindi love song']",13474873,161105,10809,PT1M50S,"WARNING ⚠️
This summer just got HOTTER🔥

#JabTalak first look out now

#DanceLikeNoOnesWatching #Cocktail2Song #MaddockFilms 

--------------------------------------------------------------------------------------------------------------------------------------------------

🎧 Song Credits 

➟ Featuring: Shahid Kapoor, Kriti Sanon and Rashmika Mandanna
➟ Music : Universal Music India and Mad For Mussic 
➟ Singer : Arijit Singh, Akasa
➟ Composer: Pritam Chakraborty
➟ Lyrics : Amitabh Bhattacharya 

Dinesh Vijan & Luv Ranjan presents #Cocktail2​, releasing in cinemas on 19th June, 2026

A Maddock Films & Luv Films Production

🎬 Video Credits

➟ Cast: Shahid Kapoor,  Kriti Sanon, Rashmika Mandanna 
➟ Directed By: Homi Adajania 
➟ Produced By: Dinesh Vijan, Luv Ranjan & Ankur Garg
➟ Written By: Tarun Jain & Luv Ranjan
➟ Co-Producers: Sharada Karki Jalota, Pooja Prem Patheja

➟ Director of Photography: Santhana Krishnan Ravichandran
➟ Original Song and Background Score: Pritam Chakraborty   
➟ Costume Designer: Anaita Shroff Adajania 
➟ Director of Choreography: Vijay A. Ganguly
➟ Publicity Design: Himanshu  & Rahul Nanda (H-one)

--------------------------------------------------------------------------------------------------------------------------------------------------

Lyrics:


(Main Naachun tab talak
Tu bole jab talak) ×4

Hai thoda besura par dil mein taal hai
Isko hum naachne se
tokein kab talak

(Main Naachun tab talak
Tu bole jab talak) ×4

Nachchaan aaj main shukar mana ke
Sone yaar tonh nazrein mila ke
Mainu lor kise di koi na
saare jag di laaj bhula ke

Chal mood banake sufi
Thodi kar lein bewakoofi
Choolhe mein jaaye mitra
Duniya bhar ki masroofi

Pairon ko par lagne se rokeon kab talak

(Main Naachun tab talak
Tu bole jab talak) ×4


ANTARA

Ve raanjha aag hai jitni idhar lagi
Tu bhi maan le dugni udhar lagi

Dono dil hi barabar jhulas gaye 
Pher.. jaan de kitni kidhar lagi

Ajj yaar de karke sadqe 
Maine pyale pyale gatke
Chal dekhein dil patri se
Aakhir kab tak na bhatke

Denge bhi ik dooje ko dhokhe kab talak..

(Main naachun tab talak
Tu bole jab talak) ×4

Behki jawaniyaan jaise barood hain
Dekhein uthte nahin hain 
Shole kab talak

(Main naachun tab talak
Tu bole jab talak) ×2

© 2026 Universal Music India Pvt. Ltd., Under Exclusive License from Mad for Mussic",2026-04-12T10:45:25.241686,trending
grA3YJqQgoA,Franklin & Shinchan Found Hulk Secret House in GTA 5 Telugu 😱 | Dhanu Dino,dHaNu DiNo pLaYs,2026-04-11T06:52:21Z,22,People & Blogs,[],136767,907,21,PT21M53S,"Franklin & Shinchan Found Hulk Secret House in GTA 5 Telugu 😱 | Dhanu Dino

#dhanudino #shinchan #gta #gta5 #shinchantelugu #gta5telugu
#Hulk #GTAMods #TeluguGaming #GTA5India #ViralGaming gta 5 telugu
gta 5 hulk house
franklin shinchan gta 5
gta 5 secret house
hulk secret base gta 5
gta 5 mods telugu
shinchan gta 5 telugu
gta 5 mystery video
dhanu dino gta 5
gta 5 funny telugu

Franklin and Shinchan accidentally found a hidden Hulk secret house in Los Santos GTA 5 Telugu! 😱

Inside this mysterious underground base, they discovered dangerous gamma experiments and unknown secrets. Is Hulk still there? What will happen next?

Watch full video to find out!

Channel: Dhanu Dino

#GTA5Telugu #Shinchan #Hulk #GTA5Mods #TeluguGaming",2026-04-12T10:45:25.241686,trending
ajUvoAY7z1E,चुन्नी में चुन्नी में परफ्यूम लगावे चुन्नी म ~chunni mein chunni mein~ Sonam gujari Love Kush Meena,Poswal Music,2026-04-10T04:30:03Z,22,People & Blogs,[],241117,739,26,PT5M20S,"#chunni_main_main_dj_song #dj #meena
#chunni_main_main_dj_song #तोडेगी_तोडेगी_डिजे_का_फ्लोवर_तोडेगी #perfumelagavechunnimain
► Song :- चुन्नी में चुन्नी में परफ्यूम लगावे चुन्नी म
► Singer :-Lovekush Dungri  
► Editor :-Sk Bhopur 
► Lyrics :-
► Music - Lallu ram
► Presents :- धर्म सिंह पोसवाल RPF जहांगिरिया
► Label :- Poswal Brother 's
► Genre :- Devotional
► Copyright : Poswal Brother Music Company Pvt. Ltd.
►Company : Poswal Brother' s Pvt.Ltd 
►Director : - धर्म सिंह पोसवाल पोसवाल
► For Any Enquiry : PH/Whatspp - 



#chunni_main_main_dj_song 
#तोडेगी_तोडेगी_डिजे_का_फ्लोवर_तोडेगी 
#perfumelagavechunnimain
परफ्यूम लगाव चुन्नी म चुन्नी म,चुन्नी म परफ्यूम लगाव चुन्नी म |,परफ्यूम लगाव चुन्नी म चुन्नी म meena geet,परफ्यूम लगाव चुन्नी म चुन्नी म new meena geet,परफ्यूम लगाव चुन्नी म चुन्नी म lovekush dungari,परफ्यूम लगावे चुन्नी में,परफ्यूम लगावे चुन्नी में लवकुश डूंगरी,परफ्यूम लगावे सॉन्ग,परफ्यूम लगावे चुन्नी में चुन्नी में चुन्नी में परफ्यूम लगावे,#_सिंगर_लवकुश_डूंगरी परफ्यूम लगावे चुन्नी में लवकुश डूंगरी डीजे सॉन्ग 2022 love kush dungri meena,लवकुश डूंगरी मीणा


{perfume lagav chunni m chunni m},perfume lagave chunni m chunni m,parfume lagav chunri me lovekush dungri song remix,perfume lagav chunni mai,perfume lagave chunni mein,parfum lagabe chori chunni m,perfume lagao chunni mein remix song,#chunni mein perfume lagawe chunni mein,#chunni mein perfume laga,#chunni mein perfume laga le,parfum lagwe chunni me flp,#chunni mein perfume laga dance video,parfum lagabe chori chunni m singer lovekhush dungari


परफ्यूम लगाव चुन्नी म चुन्नी म 
#परफ्यूम_लगाव_चुन्नी_म_चुन्नी_म    
तोडेगी तोडेगी डीजे का फ्लोवर तोडेगी 
#तोडेगी_तोडेगी_डिजे_का_फ्लोवर_तोडेगी 
perfyum lagab chunni me chunni me 
#parfyum_lagab_chunni_me  
छोरी तेरे प्यार लिख्यो नही किस्मत म || 
#छोरी_तेरे_प्यार_लिख्यो_नही_किस्मत_म!! 
#chori_tere_payar_likho_nahi_kismat_me 
chori tere payar likho nahi kismat me 
song:-परफ्यूम लगाव चुन्नी म चुन्नी म 
singer:-#lovekush_dungri  
Lyrics:-Lovekush meena dungri 
titel:-gallan hd studio 
@Gallan HD Studio  
 #singer_lovekush_dungri  
#lovekush_dungri  
#lovekush  
#lovekush_dungri_holi_song_2022  
#lovekushdungrimeenageet  
#singer_lovekush_dungri  
#dj #song #new #meena geet#rajshtani so 
#vairalsong  
#meenawatiछोरी तेरे प्यार लिख्यो नही किस्मत म || 
#छोरी_तेरे_प्यार_लिख्यो_नही_किस्मत_म!! 
तोडेगी तोडेगी डीजे का फ्लावर तोडेगी 
#तोडेगी_छोरी_तोडेगी_डीजे_का_फ्लावर_तोडेगी 
मेकअप सू मेकअप सू तेरो चेहरो चमक मेकप सू 
#मेकअप  
#मेकअप_सू_मेकअप_सू_तेरो_चेहरो_चमक_मेकअप_सछ 
 chori to degi todegi dj ka phalovar todegi 
#chori_todegi_todegi_dj_ka_phalover_todegi 
makeup su makeup se tero chahro chamak makeup se 
#makeup  
#makeup_se_makeup_se_tero_chahro_chamak_makeup_su 
#chori_tere_payar_likho_nahi_kismat_me 
chori tere payar likho nahi kismat me 

  
 #singer_lovekush_dungri  
#lovekush_dungri  
#lovekush  
#lovekush_dungri_holi_song_2022  
#lovekushdungrimeenageet  
#singer_lovekush_dungri  
#dj #song #new #meena geet#rajshtani so 
#vairalsong  
#छोरी तेरे प्यार लिख्यो नही किस्मत म || 
#छोरी_तेरे_प्यार_लिख्यो_नही_किस्मत_म!! 
#chori_tere_payar_likho_nahi_kismat_me 
chori tere payar likho nahi kismat me 
song:-छोरी तेरे प्यार लिख्यो नही किस्मत म 
singer:-#lovekush_dungri  
Lyrics:-Lovekush meena dungri 
titel:-gallan hd studio 
@Gallan HD Studio  
 #singer_lovekush_dungri  
#lovekush_dungri  
#lovekush  
#lovekush_dungri_holi_song_2022  
#lovekushdungrimeenageet  
#singer_lovekush_dungri  
#dj #song #new #meena geet#rajshtani so 
#vairalsong  
#meenawati",2026-04-12T10:45:25.241686,trending
K56PXlJy9Gc,CHICKEN STREAK BANAYA JAYE? | CONQUEROR RANK PUSH TO #1 | BGMI LIVE,LoLzZz Gaming,2026-04-11T23:12:31Z,20,Gaming,"['lolzz gaming', 'lolzzz gaming', 'lolz gaming', 'lolzz', 'lolzzz', 'bgmi', 'conqueror', 'rank push']",370895,21843,37,PT7H14M38S,"Welcome to LOLZZZ GAMING! 
We’re live right now — join the stream, chat, and enjoy the gameplay!

🎮 Playing: BGMI
💬 Say hi in the chat and play along!

📱 Follow Me On Instagram:
👉 https://www.instagram.com/lolzzzgaming/

🔥 Stream Rules:

Be respectful to everyone
No spam or self-promotion
Have fun and enjoy!

🎯 Don’t Forget:
👍 Like the stream
🔔 Subscribe to LOLZZZ GAMING
💬 Share with your friends

Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is mad for FAIR USE for purpose such a as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.",2026-04-12T10:45:25.241686,trending
5zUVSbpZWkw,#Video | #Jail Star Raushan Rohi | #रंगदारी | सब रंगदारी करे लगलै | New #Maghi Rangdari Song 2026,Shreeja_Entertainment,2026-04-11T01:15:00Z,10,Music,"['Raushan Rohi', 'सब रंगदारी करे लगलै', 'Sab Rangdari Kare Laglai', 'raushan rohi rangdari new song', 'Jail Star Raushan Rohi', 'nach nagin jaisan video', 'rangdari song', 'maghi song raushan rohi', 'raushan rohi ke gaana', 'jail yatra raushan rohi', 'rangdari ke kamai', 'jail yatra song', 'jail yatra', 'raushan rohi jail yatra song', 'raushan rohi ke gana', 'raushan rohi maghi song', 'raushan rohi rangdari song', 'raushan rohi rangdari gana', 'raushan rohi new rangdari song', 'maghi new rangdari song']",185330,11041,529,PT3M9S,"►Create Your Reels :- https://www.instagram.com/reels/audio/1665354208238304/

►Album :- सब रंगदारी करे लगलै
►Song :- Sab Rangdari Kare Laglai
►Singer :- Raushan Rohi
►Lyrics :- Gore Lal Yadav
►Music :-  Pappu Bhai 
►Mixing :- Ankit Ahir
►Video Director :- Aashish Park
►Poster Design :- Boby Gfx
►Company/Label :- Shreeja Entertainment
►Trade Inquiry No :- 
________________________________________________________
Digital Head :- Atish Kumar Yadav
Digital Manager :- Ajay Sharma 
Digital Partner :- Somplex Network Pvt.Ltd
Inquiry No + 91 8709062433
________________________________________________________
 Visit Our Digital Partner :- http://somplexnetwork.com/
________________________________________________________



►Company Brand :- Shreeja Entertainment
►Subscribe Our Channel  :- 
►Thanks For Watching Our  Channel.
►Have A Nice Day ...
►Subscribe For More Updates ...





► Regarding Any Question/Suggestion or Regarding YouTube Business/Digital Business (Include Advertisement & Content Making) 


►For the Latest Bhojpuri HD VIDEO and Songs, Don't Forget to",2026-04-12T10:45:25.241686,trending
WDFQyyWj0vE,Horror of BHANGARH FORT 😱 | A Terrifying New Indian Mobile Horror Game!,JENI GAMING,2026-04-10T12:00:06Z,20,Gaming,[],186084,8121,751,PT24M10S,"Thank you for watching 💚 🎀💚
Like💓 Share🔄 and Subscribe♥️ Makkale🙏

👇👇Second Channel Link
https://youtube.com/@jenigaming2?si=PAJJmU706xf9tLZj

👇👇Third Channel Link
https://youtube.com/@Jenigaming3?si=t8oz62_UZlaEsEH0

BANGHARH FORT: 3RD STORY
https://youtu.be/1u4wl8wMpRo?si=2sDeIP_-Kfy263kW

 1M SPECIAL 
https://youtu.be/hB4pmkDAsUI?si=uzfsc1iiJCg35SVx


 Instagram Name -     jeni_yt
----------------------------------------------------------------------------------
Follow us on social media 🔊🔊🔊

Facebook:
https://www.facebook.com/bhava.jeni.5

Instagram:
https://instagram.com/jeni_yt?igshid=ZGUzMzM3NWJiOQ==

For YouTube Business💺 - fftamilponnunga@gmail.com

----------------------------------------------------------------------------------
◾◾MOBILE SPECS◾◾

Face Cam : IPHONE 12
iOS Version : 16.1.1
Capacity : 128GB
Video Editing Mobile : REDMI NOTE 12 PRO 5G
Gaming Mobile : REDMI NOTE 12 PRO 5G
Android version : 12 SP1A.210812.016
Processor : Dimensity 1080 Octo-core Max 2.6GHz
RAM : 8GB + 3GB Extended
ROM : 256GB
Headphone : BOAT ROCKERZ 450
Video editing app : KINEMASTER PREMIUM
Thumbnail maker : PIXEL LAB & PIXEL CUT 

◾◾PC SPECS◾◾
Processor : Intel i7-12700F
Motherboard : ASUS Prime B760M A WIFI D5
RAM : DDR-5 16×2 GB 5200MHZ
Hardisk : SATA 2TB
SSD : NVME P3 500GB
Monitor : SAMSUNG 27"" LED 2K QHD 165Hz
Cabinet : Cooler Master K501L RGB
SMPS : PM650D
Keyboard & Mouse : Zebronics Transformer 1

GRAPHICS PROCESSING UNIT:
Graphics Card - GIGABYTE RTX 3060 WIND FORCE     
Memory  - 12GB DDR6 OC

----------------------------------------------------------------------------------
TAGS:
#horrorofbhangarhport #gameplay #jenigaming
#indianhorrorgame #horrorofbhangarhporthorrorstory
#horrorofbhangarhportindianhorrorgame #horrorofbhangarhporthorror
#horrorofbhangarhporthorrorgame #horrorofbhangarhporthorrorgamevideo
#horrorofbhangarhportgameplay #horrorofbhangarhporthorror
#horrorofbhangarhporttamilgameplay #horrorofbhangarhportgameplayvideo
#horrorofbhangarhportjumpscares #horrorofbhangarhportwalkthrough
#horrorofbhangarhportplaythrough #jenigaminghorrorofbhangarhport
#horrorofbhangarhportjenigaming #horrorofbhangarhporthorrorgameending
#horrorofbhangarhporthorrorgametamil #horrorofbhangarhporthorrorgameescape
#horrorstories #scary #scarystories #horrorgame
#horror #horrorgamesandroid #jennigaming
#scarygames #survivalgames #androidgames
#funny #tamil #survival #game #reactionvideo
#tamilhorror #facecam #jeni
#jenni #jenny #jenigaming7204 #tamilgamer
#facecamreaction #girlgamer #funnyhorrorstories

----------------------------------------------------------------------------------
KEYWORDS:
Horror Of BHANGARH PORT 😱 | A Terrifying New Indian Mobile Horror Game!
horror of bhangarh port gameplay
horror of bhangarh port game ending
horror of bhangarh port horror game kaise khele
horror of bhangarh port gameplay in tamil jeni gaming
horror of bhangarh port gameplay in tamil
horror of bhangarh port full gameplay in tamil
horror of bhangarh port gameplay full walkthrough
ragini gameplay playthrough
horror of bhangarh port gameplay jeni gaming
jeni gaming horror of bhangarh port
horror of bhangarh port jeni gaming
jenni gaming horror of bhangarh port
jenni gaming horror of bhangarh port gameplay
jeni gaming 7204 gameplay
horror of bhangarh port indian horror game
horror of bhangarh port new indian horror game
horror of bhangarh port tamil gameplay
horror of bhangarh port tamil game
scary games
scary stories
scary true stories
true scary stories
jenny gaming
jenni gaming
jenni
jeni
jenny
jenni gaming 7204
jeni gaming 7204
jenni gaming poppy play time
horror stories
horror games
horror gameplay
creepy stories",2026-04-12T10:45:25.241686,trending
bt_qv_WZToY,"#Video - झुलुफ़िया झार के - #Aashish Yadav, #Srishti Bharti का आ गया ब्लास्ट - #Magahi Song 2026",Aashish Yadav Entertainment,2026-04-08T01:00:19Z,10,Music,"['Ashish Yadav', 'Srishti Bharti', 'झुलुफ़िया झार के', 'Jhulufiya Jhar Ke', 'aashish yadav maghi song', 'ashish yadav new song', 'ashish yadav ka new song', 'Srishti Bharti Ke Maghi Gana', 'ashish yadav ke gana', 'ashish yadav ka song', 'aashish yadav new song', 'aashish yadav ka new song', 'aashish yadav dj song', 'ashish yadav ka gana new', 'ashish yadav new gana', 'new maghi song 2026', 'choli ke saman ashish yadav', 'aashish yadav ka gana', 'ashish yadav ka naya gana', 'Aashish Yadav Entertainment']",1331898,39394,2238,PT3M30S,"#Video - झुलुफ़िया झार के - #Aashish Yadav, #Srishti Bharti का आ गया ब्लास्ट - #Magahi Song 2026

►Album :- झुलुफ़िया झार के 
►Song :- Jhulufiya Jhar Ke
►Singer :- Aashish Yadav & Srishti Bharti
►Ft:- Kajal Tripathi
►Lyrics :- Aashish Yadav
►Music :- Pappu Bhai
►Composer :- Nandan Yadav
►Video Director :- Aashish Satyarthi
►Editor / Colorist :- Pravin Yadav
►Choreographer :- Akash Raj
►Dop :- Santosh & Sajan
►Di :- Rohit Singh
►Poster Design :- Boby Gfx
►Company/Label - Aashish Yadav Entertainment
►Trade Inquiry No - 
________________________________________________________
Digital Head :- Atish Kumar Yadav
Digital Manager :- Ajay Sharma 
Digital Partner :- Somplex Network Pvt.Ltd
Inquiry No + 91 8709062433
________________________________________________________
 Visit Our Digital Partner :- http://somplexnetwork.com/
________________________________________________________



►Company Brand :- Aashish Yadav Entertainment
►Subscribe Our Channel  :- 
►Thanks For Watching Our  Channel.
►Have A Nice Day ...
►Subscribe For More Updates ...





► Regarding Any Question/Suggestion or Regarding YouTube Business/Digital Business (Include Advertisement & Content Making) 


►For the Latest Bhojpuri HD VIDEO and Songs, Don't Forget to",2026-04-12T10:45:25.241686,trending
-1nt765nEt0,🔴[Live Free Fire New Rank Season Rank Push Live !!,VISHNU RAJPUT GAMING,2026-04-11T15:37:20Z,20,Gaming,[],1053285,14851,13,PT7H51M2S,#freefire #live #shortslive #rankpush #rankpushlive #freefireindia #freefirelive  #freefiremax #shortsfeed  !!,2026-04-12T10:45:25.241686,trending
uW7svMyJ2cw,देखा है पहली बार साजन की आँखों में प्यार | Salman Khan & Madhuri Dixit Romantic Song | Alka Yagnik,HDR Bollywood Songs,2026-04-07T12:42:51Z,10,Music,"['70s hit hindi songs', 'old hindi songs', '8k superhit gaane', '8k hindi songs', 'romantic songs', 'romantic hindi songs', '8k video songs', 'salman khan songs', 'madhuri dixit songs', 's p balasubrahmanyam songs', 'alka yagnik songs', 'dekha hai pehli baar saajan ki aankhon mein pyar', 'देखा है पहली बार साजन की आँखों में प्यार', 'Dekha Hai Pehli Bar Saajan Ki Aankhon Mein Pyar', 'Salman Khan', 'Madhuri Dixit', 'Alka Yagnik', 'S. P. Balasubrahmanyam']",763638,1713,10,PT5M20S,"Enjoy Bollywood romantic, evergreen & latest Hindi songs in stunning HDR & 4K quality with crystal clear sound ❤️

Song Credits
Movie: Saajan (1991)
Singer:Alka Yagnik,S. P. Balasubrahmanyam
Music Director: Nadeem–Shravan
Lyricist: Sameer Anjaan
Actors:Salman Khan,Madhuri Dixit.Sanjay Dutt,Kader Khan,Reema Lagoo
Category: Romantic Songs 

Lyrics:-
dekha hai pehali baar saajan ki aankho me pyar
dekha hai pahali bar saajan ki aankho me pyar
ab jake aaya mere bechain dil ko karar
dilbar tujhe milane ko kab se tha main bekarar
ab jake aaya mere bechain dil ko karar
dekha hai pehali baar saajan ki aankho me pyar
ab jake aaya mere bechain dil ko karar

palke jhukau tujhe dil me basau
ab bin tere main to kahi chain naa paau
palke jhukau tujhe dil me basau
ab bin tere main to kahi chain naa paau
tu mera jigar hai tu meri najar hai
tu meri aarju tu mera hamsafar hai
dekha hai pehali baar saajan ki aankho me pyar
ab jake aaya mere bechain dil ko karar


meri adaye ye meri jawani
bas tere liye hai ye meri jindgani
meri adaye ye meri jawani
bas tere liye hai ye meri jindgani
tu meri gajal hai tu mera tarana
aa teri dhadkano pe likh du dil ka fasana
dekha hai pehali baar saajan ki aankho me pyar
dekha hai pehali baar jaanam ki aankho me pyar
ab jaake aaya mere bechain dil ko karar
dilbar tujhe milane ko kabse thi main bekarar
ab jaake aaya mere bechain dil ko karar
dekha hai pehali baar saajan ki aankho me pyar

#saajan #saajanmovie #alkayagnik #spbalasubrahmanyam
#nadeemshravan #sameer #salmankhan #madhuridixit #sanjaydutt
#90sbollywood #romanticsongs #evergreensongs #oldisgold
#raagbasedsongs #indianclassical #darbari #bollywoodclassic


Subscribe for HDR Bollywood Music Videos:-  https://shorturl.at/7FPNg",2026-04-12T10:45:25.241686,trending
